"","page","searchengine","pageviews","segment.id","segment.name"
"5888","Communication Resources | Zika virus | CDC","Google - Germany",2,"",""
"5889","Communication Resources | Zika virus | CDC","AOL.com Search",2,"",""
"5890","Communication Resources | Zika virus | CDC","Google - Argentina",1,"",""
"5891","Communication Resources | Zika virus | CDC","Google - Nigeria",1,"",""
"5892","Communication Resources | Zika virus | CDC","Google - Mexico",1,"",""
"5893","Communication Resources | Zika virus | CDC","Google - Philippines",1,"",""
"5894","Communication Resources | Zika virus | CDC","Google - South Africa",1,"",""
"5895","Communication Resources | Zika virus | CDC","Google - Greece",1,"",""
"5896","Communication Resources | Zika virus | CDC","Google - Taiwan",1,"",""
"5897","Communication Resources | Zika virus | CDC","Google - Thailand",1,"",""
"5898","Communication Resources | Zika virus | CDC","Google - Nicaragua",1,"",""
"5899","Communication Resources | Zika virus | CDC","Baidu",1,"",""
"5900","Communication Resources | Zika virus | CDC","Google - Latvia",1,"",""
"5901","Communication Resources | Zika virus | CDC","Google - Portugal",1,"",""
"5902","Communication Resources | Zika virus | CDC","Google - Romania",1,"",""
"5903","Communication Resources | Zika virus | CDC","Google - Chile",1,"",""
"5904","Build a Zika Prevention Kit | Zika virus | CDC","::unspecified::",803,"",""
"5905","Build a Zika Prevention Kit | Zika virus | CDC","Google",530,"",""
"5906","Build a Zika Prevention Kit | Zika virus | CDC","Google - Canada",87,"",""
"5907","Build a Zika Prevention Kit | Zika virus | CDC","Google - United Kingdom",39,"",""
"5908","Build a Zika Prevention Kit | Zika virus | CDC","Microsoft Bing",31,"",""
"5909","Build a Zika Prevention Kit | Zika virus | CDC","Yahoo!",15,"",""
"5910","Build a Zika Prevention Kit | Zika virus | CDC","Google - Philippines",10,"",""
"5911","Build a Zika Prevention Kit | Zika virus | CDC","Google - Australia",8,"",""
"5912","Build a Zika Prevention Kit | Zika virus | CDC","Google Search App",6,"",""
"5913","Build a Zika Prevention Kit | Zika virus | CDC","Google - India",5,"",""
"5914","Build a Zika Prevention Kit | Zika virus | CDC","Google - Singapore",4,"",""
"5915","Build a Zika Prevention Kit | Zika virus | CDC","Google - Hong Kong",4,"",""
"5916","Build a Zika Prevention Kit | Zika virus | CDC","Google - Thailand",4,"",""
"5917","Build a Zika Prevention Kit | Zika virus | CDC","Google - United Arab Emirates",4,"",""
"5918","Build a Zika Prevention Kit | Zika virus | CDC","Google - Germany",4,"",""
"5919","Build a Zika Prevention Kit | Zika virus | CDC","Google - Dominican Republic",3,"",""
"5920","Build a Zika Prevention Kit | Zika virus | CDC","Google - Sweden",3,"",""
"5921","Build a Zika Prevention Kit | Zika virus | CDC","Google - Brasil",3,"",""
"5922","Build a Zika Prevention Kit | Zika virus | CDC","Google - Guyana",2,"",""
"5923","Build a Zika Prevention Kit | Zika virus | CDC","Google - Mexico",2,"",""
"5924","Build a Zika Prevention Kit | Zika virus | CDC","Google - Hungary",2,"",""
"5925","Build a Zika Prevention Kit | Zika virus | CDC","Google - Colombia",2,"",""
"5926","Build a Zika Prevention Kit | Zika virus | CDC","Google - El Salvador",2,"",""
"5927","Build a Zika Prevention Kit | Zika virus | CDC","Google - Malta",2,"",""
"5928","Build a Zika Prevention Kit | Zika virus | CDC","Google - Greece",2,"",""
"5929","Build a Zika Prevention Kit | Zika virus | CDC","Google - Korea",2,"",""
"5930","Build a Zika Prevention Kit | Zika virus | CDC","Google - Poland",2,"",""
"5931","Build a Zika Prevention Kit | Zika virus | CDC","Google - Chile",2,"",""
"5932","Build a Zika Prevention Kit | Zika virus | CDC","Google - Netherlands",2,"",""
"5933","Build a Zika Prevention Kit | Zika virus | CDC","Google - Lebanon",1,"",""
"5934","Build a Zika Prevention Kit | Zika virus | CDC","Google - Saudi Arabia",1,"",""
"5935","Build a Zika Prevention Kit | Zika virus | CDC","Google - Saint Vincent and the Grenadine",1,"",""
"5936","Build a Zika Prevention Kit | Zika virus | CDC","Google - Argentina",1,"",""
"5937","Build a Zika Prevention Kit | Zika virus | CDC","Google - Indonesia",1,"",""
"5938","Build a Zika Prevention Kit | Zika virus | CDC","Google - Honduras",1,"",""
"5939","Build a Zika Prevention Kit | Zika virus | CDC","Google - Jamaica",1,"",""
"5940","Build a Zika Prevention Kit | Zika virus | CDC","Google - South Africa",1,"",""
"5941","Build a Zika Prevention Kit | Zika virus | CDC","Google - Zambia",1,"",""
"5942","Build a Zika Prevention Kit | Zika virus | CDC","Google - Taiwan",1,"",""
"5943","Build a Zika Prevention Kit | Zika virus | CDC","Google - Norway",1,"",""
"5944","Build a Zika Prevention Kit | Zika virus | CDC","Google - Portugal",1,"",""
"5945","Build a Zika Prevention Kit | Zika virus | CDC","Google - Ireland",1,"",""
"5946","Build a Zika Prevention Kit | Zika virus | CDC","MyWay.com",1,"",""
"5947","Build a Zika Prevention Kit | Zika virus | CDC","Google - New Zealand",1,"",""
"5948","Build a Zika Prevention Kit | Zika virus | CDC","Google - France",1,"",""
"5949","Build a Zika Prevention Kit | Zika virus | CDC","Google - Belgium",1,"",""
"5950","Build a Zika Prevention Kit | Zika virus | CDC","Google - Austria",1,"",""
"5951","Zika and Animals | Zika virus | CDC","Google",663,"",""
"5952","Zika and Animals | Zika virus | CDC","::unspecified::",511,"",""
"5953","Zika and Animals | Zika virus | CDC","Google - Canada",81,"",""
"5954","Zika and Animals | Zika virus | CDC","Google - United Kingdom",50,"",""
"5955","Zika and Animals | Zika virus | CDC","Google - India",40,"",""
"5956","Zika and Animals | Zika virus | CDC","Microsoft Bing",32,"",""
"5957","Zika and Animals | Zika virus | CDC","Yahoo!",14,"",""
"5958","Zika and Animals | Zika virus | CDC","Google - France",13,"",""
"5959","Zika and Animals | Zika virus | CDC","Google - Philippines",11,"",""
"5960","Zika and Animals | Zika virus | CDC","Google - Brasil",9,"",""
"5961","Zika and Animals | Zika virus | CDC","Google - Singapore",6,"",""
"5962","Zika and Animals | Zika virus | CDC","Google - Hong Kong",6,"",""
"5963","Zika and Animals | Zika virus | CDC","MyWay.com",6,"",""
"5964","Zika and Animals | Zika virus | CDC","Google - American Samoa",5,"",""
"5965","Zika and Animals | Zika virus | CDC","Google - Sweden",5,"",""
"5966","Zika and Animals | Zika virus | CDC","Google - Italy",5,"",""
"5967","Zika and Animals | Zika virus | CDC","Google - Puerto Rico",4,"",""
"5968","Zika and Animals | Zika virus | CDC","Google - Spain",4,"",""
"5969","Zika and Animals | Zika virus | CDC","Google - Australia",4,"",""
"5970","Zika and Animals | Zika virus | CDC","Google - Nigeria",3,"",""
"5971","Zika and Animals | Zika virus | CDC","Google - Turkey",3,"",""
"5972","Zika and Animals | Zika virus | CDC","Google - Korea",3,"",""
"5973","Zika and Animals | Zika virus | CDC","Google - Ireland",3,"",""
"5974","Zika and Animals | Zika virus | CDC","Google - Belgium",3,"",""
"5975","Zika and Animals | Zika virus | CDC","Google Search App",2,"",""
"5976","Zika and Animals | Zika virus | CDC","Google - Myanmar",2,"",""
"5977","Zika and Animals | Zika virus | CDC","Google - Pakistan",2,"",""
"5978","Zika and Animals | Zika virus | CDC","Google - Slovenia",2,"",""
"5979","Zika and Animals | Zika virus | CDC","Google - Mexico",2,"",""
"5980","Zika and Animals | Zika virus | CDC","Google - Jamaica",2,"",""
"5981","Zika and Animals | Zika virus | CDC","Google - South Africa",2,"",""
"5982","Zika and Animals | Zika virus | CDC","Google - Thailand",2,"",""
"5983","Zika and Animals | Zika virus | CDC","Google - Latvia",2,"",""
"5984","Zika and Animals | Zika virus | CDC","Google - Poland",2,"",""
"5985","Zika and Animals | Zika virus | CDC","Google - Austria",2,"",""
"5986","Zika and Animals | Zika virus | CDC","Google - Switzerland",2,"",""
"5987","Zika and Animals | Zika virus | CDC","Google - Germany",2,"",""
"5988","Zika and Animals | Zika virus | CDC","Google - Ghana",1,"",""
"5989","Zika and Animals | Zika virus | CDC","Google - Iraq",1,"",""
"5990","Zika and Animals | Zika virus | CDC","Google - Egypt",1,"",""
"5991","Zika and Animals | Zika virus | CDC","Google - Saudi Arabia",1,"",""
"5992","Zika and Animals | Zika virus | CDC","Google - Argentina",1,"",""
"5993","Zika and Animals | Zika virus | CDC","Google - Sri Lanka",1,"",""
"5994","Zika and Animals | Zika virus | CDC","Google - Viet Nam",1,"",""
"5995","Zika and Animals | Zika virus | CDC","Google - Czech Republic",1,"",""
"5996","Zika and Animals | Zika virus | CDC","Google - Ethiopia",1,"",""
"5997","Zika and Animals | Zika virus | CDC","Google - The Bahamas",1,"",""
"5998","Zika and Animals | Zika virus | CDC","Google - Greece",1,"",""
"5999","Zika and Animals | Zika virus | CDC","Google - Trinidad and Tobago",1,"",""
"6000","Zika and Animals | Zika virus | CDC","Google - Israel",1,"",""
"6001","Zika and Animals | Zika virus | CDC","Google - Taiwan",1,"",""
"6002","Zika and Animals | Zika virus | CDC","Google - Norway",1,"",""
"6003","Zika and Animals | Zika virus | CDC","Baidu",1,"",""
"6004","Zika and Animals | Zika virus | CDC","Google - United Arab Emirates",1,"",""
"6005","Zika and Animals | Zika virus | CDC","Google - Russia",1,"",""
"6006","Zika and Animals | Zika virus | CDC","Google - Finland",1,"",""
"6007","Zika and Animals | Zika virus | CDC","Google - Japan",1,"",""
"6008","Zika and Animals | Zika virus | CDC","Ask Jeeves",1,"",""
"6009","Zika and Blood Transfusion | Zika virus | CDC","Google",683,"",""
"6010","Zika and Blood Transfusion | Zika virus | CDC","::unspecified::",434,"",""
"6011","Zika and Blood Transfusion | Zika virus | CDC","Google - Canada",64,"",""
"6012","Zika and Blood Transfusion | Zika virus | CDC","Microsoft Bing",54,"",""
"6013","Zika and Blood Transfusion | Zika virus | CDC","Google - United Kingdom",29,"",""
"6014","Zika and Blood Transfusion | Zika virus | CDC","Yahoo!",21,"",""
"6015","Zika and Blood Transfusion | Zika virus | CDC","Google - India",19,"",""
"6016","Zika and Blood Transfusion | Zika virus | CDC","Google - Philippines",17,"",""
"6017","Zika and Blood Transfusion | Zika virus | CDC","Google - Mexico",12,"",""
"6018","Zika and Blood Transfusion | Zika virus | CDC","Google - Sweden",11,"",""
"6019","Zika and Blood Transfusion | Zika virus | CDC","Google - Hong Kong",10,"",""
"6020","Zika and Blood Transfusion | Zika virus | CDC","Google Search App",9,"",""
"6021","Zika and Blood Transfusion | Zika virus | CDC","Google - Japan",9,"",""
"6022","Zika and Blood Transfusion | Zika virus | CDC","Google - Guatemala",8,"",""
"6023","Zika and Blood Transfusion | Zika virus | CDC","Google - Norway",8,"",""
"6024","Zika and Blood Transfusion | Zika virus | CDC","Google - Brasil",8,"",""
"6025","Zika and Blood Transfusion | Zika virus | CDC","Google - Puerto Rico",7,"",""
"6026","Zika and Blood Transfusion | Zika virus | CDC","Google - Saudi Arabia",6,"",""
"6027","Zika and Blood Transfusion | Zika virus | CDC","Google - Singapore",6,"",""
"6028","Zika and Blood Transfusion | Zika virus | CDC","Google - Netherlands",6,"",""
"6029","Zika and Blood Transfusion | Zika virus | CDC","Google - Myanmar",5,"",""
"6030","Zika and Blood Transfusion | Zika virus | CDC","Google - Argentina",5,"",""
"6031","Zika and Blood Transfusion | Zika virus | CDC","Google - Italy",5,"",""
"6032","Zika and Blood Transfusion | Zika virus | CDC","Google - Korea",4,"",""
"6033","Zika and Blood Transfusion | Zika virus | CDC","Google - Thailand",4,"",""
"6034","Zika and Blood Transfusion | Zika virus | CDC","MyWay.com",4,"",""
"6035","Zika and Blood Transfusion | Zika virus | CDC","Google - Australia",4,"",""
"6036","Zika and Blood Transfusion | Zika virus | CDC","Google - Belgium",4,"",""
"6037","Zika and Blood Transfusion | Zika virus | CDC","Google - Germany",4,"",""
"6038","Zika and Blood Transfusion | Zika virus | CDC","Google - Turkey",3,"",""
"6039","Zika and Blood Transfusion | Zika virus | CDC","Google - Taiwan",3,"",""
"6040","Zika and Blood Transfusion | Zika virus | CDC","Google - United Arab Emirates",3,"",""
"6041","Zika and Blood Transfusion | Zika virus | CDC","Google - Switzerland",3,"",""
"6042","Zika and Blood Transfusion | Zika virus | CDC","DuckDuckGo",2,"",""
"6043","Zika and Blood Transfusion | Zika virus | CDC","Google - Serbia",2,"",""
"6044","Zika and Blood Transfusion | Zika virus | CDC","Google - Belize",2,"",""
"6045","Zika and Blood Transfusion | Zika virus | CDC","Google - Mongolia",2,"",""
"6046","Zika and Blood Transfusion | Zika virus | CDC","Google - Jamaica",2,"",""
"6047","Zika and Blood Transfusion | Zika virus | CDC","Google - Latvia",2,"",""
"6048","Zika and Blood Transfusion | Zika virus | CDC","Google - Poland",2,"",""
"6049","Zika and Blood Transfusion | Zika virus | CDC","Google - Ireland",2,"",""
"6050","Zika and Blood Transfusion | Zika virus | CDC","Google - France",2,"",""
"6051","Zika and Blood Transfusion | Zika virus | CDC","Ask Jeeves",2,"",""
"6052","Zika and Blood Transfusion | Zika virus | CDC","Google - Ghana",1,"",""
"6053","Zika and Blood Transfusion | Zika virus | CDC","Google - Lebanon",1,"",""
"6054","Zika and Blood Transfusion | Zika virus | CDC","Haosou (so.com)",1,"",""
"6055","Zika and Blood Transfusion | Zika virus | CDC","Google - Bulgaria",1,"",""
"6056","Zika and Blood Transfusion | Zika virus | CDC","Google - Sri Lanka",1,"",""
"6057","Zika and Blood Transfusion | Zika virus | CDC","Google - Guyana",1,"",""
"6058","Zika and Blood Transfusion | Zika virus | CDC","Google - Nepal",1,"",""
"6059","Zika and Blood Transfusion | Zika virus | CDC","Google - Peru",1,"",""
"6060","Zika and Blood Transfusion | Zika virus | CDC","Google - Indonesia",1,"",""
"6061","Zika and Blood Transfusion | Zika virus | CDC","Google - Honduras",1,"",""
"6062","Zika and Blood Transfusion | Zika virus | CDC","Google - Paraguay",1,"",""
"6063","Zika and Blood Transfusion | Zika virus | CDC","Google - Dominica",1,"",""
"6064","Zika and Blood Transfusion | Zika virus | CDC","Google - South Africa",1,"",""
"6065","Zika and Blood Transfusion | Zika virus | CDC","Google - Zambia",1,"",""
"6066","Zika and Blood Transfusion | Zika virus | CDC","Google - Ethiopia",1,"",""
"6067","Zika and Blood Transfusion | Zika virus | CDC","Google - Israel",1,"",""
"6068","Zika and Blood Transfusion | Zika virus | CDC","Google - Repulic of Georgia",1,"",""
"6069","Zika and Blood Transfusion | Zika virus | CDC","Google - Portugal",1,"",""
"6070","Zika and Blood Transfusion | Zika virus | CDC","Google - Denmark",1,"",""
"6071","Zika and Blood Transfusion | Zika virus | CDC","Google - Spain",1,"",""
"6072","Zika and Blood Transfusion | Zika virus | CDC","Google - New Zealand",1,"",""
"6073","Zika and Blood Transfusion | Zika virus | CDC","Yahoo! - Australia",1,"",""
"6074","Zika and Blood Transfusion | Zika virus | CDC","AOL.com Search",1,"",""
"6075","Healthcare Exposure to Zika and Infection Control | Zika virus | CDC","::unspecified::",812,"",""
"6076","Healthcare Exposure to Zika and Infection Control | Zika virus | CDC","Google",489,"",""
"6077","Healthcare Exposure to Zika and Infection Control | Zika virus | CDC","Microsoft Bing",55,"",""
